장동건 고소영 딸 설이가 찍어준 snow 보정이 필요 없네,스노우 자체가 보정인데요? ㅋㅋㅋ,none,hate,눈 자체가 고정되어 있지 않나요?
사생활 유출 범죄 파장 주진모 휴대폰 해킹 실명보도 2차 피해,여자들것도 해킹해봐라..남자를 걸레짝취급하고 물건취급하고 그럴걸??,gender,hate,그 여자들의 물건들을 해킹하자 걸레로 남자를 대하고 일을 하는 게 어때?
첫방 아스달 송중기모 추자현 어린 장동건 음모 희생양 됐다.,계속 보다 보면 이해될거임,none,none,계속 보면 이해할 것이다
하나뿐인 내편 윤진이 유이 아버지 내 아버지를 죽인 사람,드라마는 드라마로 보는것도 좋치요..다음주 벌써부터 기대되네요..ㅜ,none,none,드라마 속 드라마를 보는 것이 좋다. 다음 주를 기대하고 있다
김해숙 허스토리 촬영 후 우울증 얻었다.,연기의신 나문희선생님 압승,none,none,나문희 박사 대행
이던 계약해지 43kg 체중 현아의 모든 것이 핫이슈,43.1 이라 .. 행복해서 살쪘다는걸 보여주고싶은건가? 아니면 임...신?,gender,hate,43.1이다. 행복하고 뚱뚱하다는 걸 보여주고 싶으세요? 아니면 임... 신?
돈 벌어야 한다는 강박 아이콘택트 성인 배우 백세리의 눈물 고백,아래도 보여줘,gender,hate,바닥을 보여줘
슈 남편 임효성 도박 죄송한 마음 빚 반드시 갚을 것,연약한 슈언니 대신 효성 오빠가 도박했다고 했으면 더 멋있었을텐데 살짝 아쉽네요 ㅎㅎ 갑자기 정신이 없어서 깊이 생각을 못했나봐요? ^^*,gender,hate,효성의 동생이 부드러운 여동생 대신 도박을 하고 있다고 했다면 더 좋았을 텐데 조금 슬프다. 갑자기 마음을 잃었기 때문에 깊이 생각하지 않았나요?^^*
삼시세끼 염정아 다시 보는 장화 홍련 에 뭉클 박서준 출연 예고,여자편은 재미없다. 차라리 새로운 남자 멤버를 만들어서 해라. 여자편은 진짜 재미없음.,gender,hate,그 여자는 웃기지 않는다 오히려 새로운 남성 멤버를 만든다. 그 여자는 정말 웃기지 않는다
괜한 준비 마셔요 배신자야 구혜선VS안재현 폭로전 반박 그리고 재반박,하늘같은 남편한테 반말하는것만 봐도 구해선이 죽일련이다 남편이 니 몸종이냐 밸아먹을논아,gender,hate,"천국 같은 남자를 보더라도 구해선이 당신을 죽일 것이고, 남편은 당신의 몸을 돌보게 될 것이다."
고준희 이번엔 금발 넘치는 예쁨,기사에 맨날 단발 댓글만 달려서 본인은 속상할 수도 있겠지만 단발이 너무 심하게 잘 어울려. 긴발일 때랑 차이가 너무 심해 ㅋㅋ,none,none,매일 한 마디만 댓글로 기사에 화가 날 수도 있지만 짧은 머리는 너무 좋아 보인다. 태양과 태양이 긴급하면 차이가 너무 크다.
미우새 김영광 2살 연상 홍진영에 엄청 좋다 관심,홍진영은 진리다,none,none,홍진영은 진실이다.
치타 남연우 여성래퍼와 배우의 만남 열애 중,작업물도 잘 안내는데 그놈의 랩퍼딱지는 ㅋㅋㅋㅋㅋㅋㅋㅋ,none,hate,나도 일을 잘하지만 그의 래퍼 태그에는 똥이 가득하다.
개그 커플 이문재X한다혜 결국 파혼 결별 선후배로,둘다 누군지 진심 모름.,none,none,나는 그들이 누구인지 정말 모른다
집단 성폭행 권모씨 최종훈 정준영 이어 1심 불복 항소,유리를 왜 언급하는데,none,none,유리잔에 대해 뭐라고 하는 거야?
아이즈원 사쿠라X이채연 시청자 울린 한일 우정 프로듀스48 의 가치,우익사쿠라 한국에서 꺼져줘~,others,hate,"한국에서 벗어나, 우익 사쿠라"
복면가왕 동방불패 8연승 하현우 이어 역대 가왕 랭킹 2위,"난 소향보다 하현우, 하현우보다 손승연",none,none,하현우와 하현우보다 손승연이다.
오상진 김소영 임신 중 근황 슬슬 미용실 가라고해서,얘는 넘 젠틀하고 아내한테 잘하고 돈 잘버는 자상한 이미지의 오상진이랑 결혼해서 그런가 ㅋㅋㅋㅋ 얘도 이쁘고 똑똑하고 야무진데 줌마들한테 진짜 욕먹네 ㅠㅠ 안쓰럽다 댓글 안봤으면... 다 열등감임 ㅠㅠ,gender,hate,"그녀는 아내에게 잘하고 돈을 잘 벌어주는 달콤한 이미지인 오상진과 결혼했기 때문에 귀엽고 똑똑하지만 엄마에게 정말 욕을 하고 있다. 미안해요, 아무런 댓글도 보지 못했어요. 국수... 그 모든 것은 열등하다"
워너원 조작 멤버 1명 프듀 안PD 김CP 대담한 전 시즌 조작,조작돌은 이제 백수생활로 고우,others,hate,그 조작자는 이제 사기꾼이다
현빈X손예진 독자 제보 미여행 열애설 일축 사실 아냐,잘 어울림~~,none,none,잘 들리네요~~
이런 남자였어 하트시그널 시즌2 김현우 질투심 폭발,현우는 인물은 안본다. 가장 못생겼으니,none,hate,현우는 사람을 보지 못한다. 나는 최악이다
티아라 전소속사와 맞선다 상표출원 거절사유 제출,"모든게 너무 늦었다,우린 벌써 티아라가 누군지 모른다",none,hate,너무 늦었다 우리는 더 이상 티아라가 누구인지 모른다
이혼 소송 청구 기각 불륜남 홍상수 감독 아내와 이혼 못한다.,"이제 책임만 질 수 있다면 자유롭게 사랑해도 되는 시대 아닌가? 홍상수 감독 자녀들도 다 성인으로 알고 있는데, 이 이혼을 막을 이유가 뭐가있지?",none,none,"지금 책임을 지면 자유롭게 사랑할 수 있는 시대가 아닐까? 홍상수 감독의 아이들은 모두 어른이고, 왜 이혼을 중단하겠는가?"
정준영 잠자리에 미친사람 직접 본 것 강혁민 정준영 폭로 이유,개 찌질한 새기 니 잘났다,none,hate,넌 좋은 개의 더러운 새야
적인가 아군인가 미스터 션샤인 김태리 이병헌 정체에 혼란,김태리 연기 왜이리못함 ??,none,none,왜 김태리처럼 행동하는 거야?
방탄소년단 역사 또 썼다 BTS 떼창 끌어낸 미 스타디움 공연,역시 방탄이다 제2의 엑소라 불려도 손색이 없네 이제는 ㅎㄷㄷ 흥해라 방탄 응원한다!!,none,none,그것도 방탄이다 두 번째 엑소로 불리는 것은 좋지 않다 이제 방탄소년단을 응원하고 있어!
SKY 캐슬 오나라 남자친구 김도훈까지 화제 20년째 열애중,이제좀 그만 떠들어댔으면... 비호감되려고하네,none,none,지금 말을 그만두면... 보호받으려고 노력하고 있다
청룡 복귀 김우빈 내년 2월 최동훈 감독 신작 첫 촬영,군대부터 가야지,others,none,우리는 군대에서 벗어나야 한다
이성미 첫 서른 너무 아팠다 미혼모 고백 김학래 합의하여 결정,둘다 좋아서 섹스해놓고 피임을 안했냐고 한쪽만 욕먹을게 아닌데?여자나 남자나 알아서 조심해야지 좋아서 섹스할땐 언제고 ㅋ,gender,hate,서로를 좋아해서 성에 지치지 않았다고 한쪽에서 맹세하는 게 어때? 여성이나 남성을 조심해야 하니까 성관계를 하고 있을 때는 조심하는 것이 행복할 것이다.
배윤경 회사 퇴사 후 연기자의 길 진짜 하고 싶은 일 하기 위해,배윤경 예쁘다,none,none,배윤경은 예쁘다.
나의 아저씨 박호산만 기억해 성추문 오달수 지우기,박호산이 오달수한테 쨉이 되나. 박호산보다 임원희가 나은데..,none,hate,박호산이 오달수를 위해 창녀가 될 것이다. 임원희가 박호산보다 낫다.
같이 살래요 유동근 장미희에 해아 물산 며느리 내 딸이다.,김윤경 얼굴볼때마다 진짜 어색해. 성형을 넘 과하게햇네. 유동근은 다림질로 얼굴피셧네,none,hate,김윤경의 얼굴을 볼 때마다 정말 어색하다. 그것은 지나치게 지나쳤다 유동근의 얼굴이 다리로 닫혔다.
무한도전 양세형X조세호 승무원 기상캐스터 변신,조세호는 승무원도 하고 군대도 가고 바쁘네,none,none,조세호는 승무원과 군대에 바쁘다.
최종훈 집단 성폭행 의혹 동석했지만 성관계 NO,이쉐기덜 아주 나쁜놈들입니다.. 먹엇으면 지들만먹고 촬영해서 지들만보면 답니까?! 예!? 전국민의 남자들도 같이 보면 얼매나좋습니까?! 아주 이기적인놈들입니다! 처벌 확실히 부탁드립니다 판사님.,gender,hate,"그들은 매우 나쁜 사람이다 그냥 먹고 사진 찍을 수 있다고 생각해? 그래! 전국 각지의 남성들이 함께 보는 것은 얼마나 좋은가? 그들은 매우 이기적이야! 처벌받는 것을 확인해 주시기 바랍니다, 판사님"
세븐 이다해 숨김없이 당당한 공개연애 예능사,세븐 인성ㅆㅎㅌㅊ인거 같은데 왜 알면서도 사귀는걸까 대물인가...흠,gender,hate,7인 성격이라고 생각하지만 알고 있을 때 왜 데이트하는 거야? 허
톱모델의 위엄 한혜진 비현실적 비키니 몸매,전현무 부럽네; 3번은 연달아 할수도 있겠다,none,hate,전현무를 질투하고 있는데 세 번 연속 할 수 있다.
현아 이던 거침없는 키스 당당한 사랑꾼 껌딱지 커플,ㅋㅋㅋ 생각이라는 걸 하고 산다면...ㅋㅋㅋㅋ,none,hate,당신이 창녀라는 생각으로 살고 있다면 당신은 창녀다.
핸섬 타이거즈 감격의 첫 승 손지창 진심 조언 또 한 번의 기적 만들길,과거 마지막 승부에서도 농구못하는 손지창이 주인공이라 너무 어색했음. 박형준은 정말 잘했음. 당시 중대 동호회 농구 주전이었음,none,none,과거 마지막 경기에서도 농구를 하지 못했던 손지창은 주인공이어서 너무 어색했다. 박형준이 정말 잘했다. 당시 빅클럽 농구 경기의 메인 프레임
원래 이렇게 예뻤나 박나래 사진발로 설명 안 되는 꽃미모,제발 이상한 옷 좀 입지마세요 긴치마도 입지마시고요 키가 작으면 더 작아보여요 충분히 평범한 옷들로 이쁠수 있는데 개성이다뭐다 욕심내면 미래에 박나래씨 과거 모습 보고 왜그랬지하고 후회 합니다.,others,hate,이상한 옷을 입지 마세요. 긴 치마를 입지 마세요 작으면 더 작아 보인다 정상적인 옷으로는 충분히 예쁘지만 독특하다. 욕심이 많으면 앞으로 박나래의 과거를 보고 후회한다.
고설리 부재 하에 지속 어려워 악플의밤 측이 폐지를 결정한 이유,이유업는악플은업다 논란이많은연애인들이악플많은건당연하다,others,hate,악플로 논란이 되는 연인들이 많다는 것은 당연하다.
섹시미 폭발 마마무 화사 시상식 뒤집어놓은 레드 보디수트,남자라면 화사 집 앞에서 문 열어달라고 애원 하는게 당연하지‼️‼️,gender,hate,남성이 화사의 집 앞에서 문을 열어달라고 부탁하는 것은 당연하다.
히든5 모창전쟁가고 듀엣쇼 온다 전시즌 통튼 진검승부 예고,와 도플싱어가요제 완전 기대됨 ㅋㅋㅌㅋㅋㅋㅋㅋㅋ 거미 린 케이윌 절친들 셋이 나오다니 ㅋㅋㅋㅋㅋㅋ 게다가 박미경 바다 ㅋㅋㅋㅋㅋㅋㅋ 너므 기대된다,none,none,"도플 가수 뮤직 페스티벌이 될 것으로 전망되는 거미 린 K 윌의 친한 친구가 세 명 있고, 박미경의 바다도 나올 전망이다."
송강호 조여정 기생충 4관왕에 활짝 핀 웃음꽃,조여정이가 한게뭐있을까??,none,hate,조여정은 어떻게 했니?
한팬 고마움 잊지 않고파 양준일 첫 팬미팅 이유있는 꽃길 신드롬,겨울이라서 불우이웃돕기하는건가?? 다른나라에서 다른일만하다온사람한테 노력이니 고생이니...그냥 방송잘타서 로또된거야 몇일안되서 식어버릴 냄비들이라 두번상처줄것 같은데..ㅎㅎㅎ,others,hate,소외계층을 돕는 게 겨울인가요? 다른 나라에서 다른 사람을 위해 일하는 것은 힘들다 그냥 좋은 쇼일 뿐이고 로그인이 되어 있다 며칠 안에 시원해지기 때문에 두 번 다치게 될 것 같다.
골목식당 포방터시장 계속되는 논란의 중심,줄서는 이유를 모르겠네 내 평생 줄서서 먹은가게치고 맛난집을 못봤다,others,hate,네가 왜 줄을 서 있는지 모르겠어 평생 줄을 서서 맛있는 음식점을 본 적이 없다.
산이 SBS 가짜뉴스 주장 SBS 측 논의 중,‘그’ 성별 72% 산이를 향한 피의 쉴드 오지네. ㄷㄷ,gender,hate,그는 성별의 72%에 대한 혈안경이다 음.
해투4 역시 장만월 사장 아이유 전화 통화만으로 존재감,근데 델루나 특집을 왜 kbs에서 하는거임??kbs는 존심도 없나?? 스카이캐슬 때도 그렇고 얘넨 타 방송국 프로에 왜 자꾸 빨대 꽂는데????,others,hate,그런데 왜 Deluana가 kbs에서 특기를 하는 거야? kb에 대해 존경하는 게 있습니까? 왜 다른 방송사에 빨대를 계속 붙이는 거야?
연애의맛 오창석X이채은 세 번째 데이트로 마음 확인,진짜 여자 심각하게 예쁨,none,none,진짜 여자의 진짜 아름다움
잔나비 측 SBS 보도 사실무근 허위사실 유포 법적 강력조치,방금 인스타에 입장문 올라 왔습니다 저는 믿고 기다리기로 했습니다.만약 오보인데 정정 보도 안하면 태어나서 처음으로 항의 전화 하겠습니다.,none,none,나는 인스타그램에 막 나왔다 나는 믿고 기다리기로 했다 실수라면 신고하지 않으면 난 태어나서 처음으로 전화할 거야.
집착 벗어날 것 판빙빙 중고거래에 명품 옷 내놨다.,이야~~~아니 도대체 공안밀실에서 무슨일이 있었길래 하루아침에 안하던짓을 하노+ㅁ+먼훗날 영화소재로써도 되겠네 ~'공안밀실스캔들',none,hate,공안 비밀실에서 무슨 일이 있었기 때문에 모레 영화 소재로 아침에 하지 않았던 일을 사용하는 것은 괜찮다.
정글의 법칙 문가비 걸크러시 폭발 뱀 안무서워,남자는 저런 얼굴 저런 피부색톤 거의 불호지..여자들이나 좋아할지...,gender,hate,한 남자는 얼굴에 그런 피부색이 거의 없다 너는 여자를 좋아할 거야
국대 아내위해 귀화 결심 동상2 강남 이상화가 감동시킨 1등사위,여태까지 해외 국적이면서 예능 나와서 그렇게 돈을 쓸어담아 갔구나,others,hate,지금까지 해외에서 유흥 경력에 많은 돈을 쓰고 있었다
허지웅 허투루 넘길 말 없었다 솔직하게 드러냈던 속사정,당신을 믿습니다꼭 전보다 더 건강한 모습으로 만나요멋진 허지웅 화이팅!,none,none,"난 너를 믿는다 예전보다 더 건강하게 그를 만나야 해, 위대한 허지웅 화이트!"
타히티 아리 6주년 그리고 해체 불화 때문 아니에요,도희가 없어서 긍가,none,none,나는 기쁨이 부족하다는 것을 자랑한다
한과 인연 하룻밤만 이상민 조재윤 베트남 부부와 하룻밤,민폐프로 왜 보냐,others,hate,왜 민속 이야기로 보는 거야?
잔나비 측 SBS 보도 사실무근 허위사실 유포 법적 강력조치,박보검은 사이비가 아닌 예수중심교회를 다녔던 평범한 기독교 신자입니다^_^,others,none,박보검은 사이버가 아닌 예수 중앙교회에 간 평범한 기독교인이다.^_^
고 조민기 아내 생일 축하 게시글에 갑론을박 가족 VS 경솔,피해자들이 보면 얼마나 가슴아플까요 굳이 올리는건..,none,none,피해자들이 그것을 볼 때 얼마나 아프다는 것이다.
나혼자산다 박정민 기안84 팬 새 웹툰은 못 봐 폭소,기안 빠는 한남 = 한냄퇘지 쿵쾅이들,gender,hate,기남자 모양의 한남자 폭력배들
이시언 선행에도 악플 세례 유세윤 격려 함께해줘 고마워,저런거 조롱하는 놈들 대깨문이던데 좌좀 빨겡이들 ㅋ,others,hate,그렇게 웃고 있던 저 녀석들이 나를 왼쪽으로 조금 빨대를 하고 있었다.
하나뿐인 내편 유이 이두일 죽고 쫓겨났다 최수종 우연 재회,유이는 나날이 연기가 느는게 노력한 티가 남.. 특히 우는 연기랑 목소리 떠는 연기.. 악플량에 비해 연기가 좋아서 매번 놀란다,none,none,유이가 연기를 늦추려는 일상의 노력은 특히 눈물을 흘리며 울고 있을 때다. 악플의 양에 비해 연기를 잘하기 때문에 항상 놀랐다.
홍진영 다이어트 성공한 언니 홍선영 이젠 내 옷 입고 다녀,그냥 재밌게 봅시다,none,none,그냥 즐겁게 하자
박진영 아빠 된다 좋은 아빠 되기 위해 최선 다할것,종교는 자유지~~~ 박근혜가 문제였지. 축하드려요~~~!!!,none,hate,종교는 자유로웠다~ 박근혜의 문제였다. 축하해!
뉴스A 송중기 송혜교와 상의 없이 이혼 조정 신청 보도,송혜교가 뭔가 유책사유가 있는건 확실한거같은데 적어도 배우인 여자를 배려했으면...좋겠다....,gender,none,송혜교가 유죄할 이유가 있었던 것은 확실하지만 적어도 배우를 걱정했다. 그걸 좋아해요.
사실무근 갚는 중 10만원 입막음용 김영희 모녀 빚투 거짓해명 구설수,그나저나 김태희는.... 어쩌다 그런 집안과 결혼을 한 거냐? 불쌍하다.,none,hate,어쨌든 김태희... 그런 가족과 어떻게 결혼했나요? 불쌍한 녀석
이시언 선행에도 악플 세례 유세윤 격려 함께해줘 고마워,정말 웃기는인간들이다 니들은 성금이나 내놓고 악플다냐 성금이라는건 본인 알아서내는거지 니들기준으로 내는거냐 정말 악플다는인간들 장말 인간도아니다 재앙이네,others,hate,"너는 정말 재미있는 사람이고, 나쁜 사람인지, 기부인지 알게 될 거야 너는 혼자서 돈을 내고 있어 인간이 정말 나쁜 짓을 하는 것은 재앙이다"
바다X유진 S E S 의 오랜 우정 요정 미모도 열일,좀웃기다. 바다빼고 슈랑 유진 절친이었는데..슈 그리되니 바다랑 노네 ㅎ,none,none,그거 웃기네요. 나는 바다를 제외하고는 슈와 유진과 가장 친한 친구였다. 슈가 바다와 일몰을 묘사하고 있다.
같이 살래요 한지혜 딸 희귀병 아니었다 이상우vs황동주 갈등,박유하 극혐 모든 사람들의 관계를 망가트리는 전형적인 사람 답답함의 극치 선하는 시어머니 사이다 한번 날려줬음 좋겠다,gender,hate,박유하를 싫어하는 모든 사람들의 관계를 파괴하는 전형적인 좌절감에서 벗어난 박유하의 극도의 선한 모습이 한 때였다. 그거 좋다.
이완 이보미 김태희 비 동생 부부 된다 12월 사랑의 결실,김보미가 더 유명하지 않냐? 골프계의 아이돌인데,none,none,김보미가 더 유명하지 않나요? 골프 아이돌이다
집사부일체 이영애 이상윤에 자녀 교육 상담 수학 어려워,영애님 피부가 하애요~~ 이뻐요~~☆~,none,none,그 젊은 여자의 피부는... 아름다워~ 와!
음중 송가인 레드벨벳 에이핑크 울산 폭염 날린 썸머 페스티벌,송가인 국보가수~~최고,none,none,최고의 가수 송가인
나혼산 전현무 한혜진 끝인사 NO 담담한 표정으로 해투4 녹화 중,운동선수 만나다가 일반사람 만나면 백방 헤어진다. ..먹고 사는 게 사람들 기본적인 욕구인데 벤츠타다가 모닝 탈 수 있나.,others,hate,운동선수를 만나고 정상적인 사람을 만나면 백 가지 방법으로 헤어진다. 사람들의 기본적인 욕망은 먹고 살아가는 것이지만 벤츠가 아침을 맞이할 수 있을까?
아모르파티 측 허지웅 암투병 사실 녹화 때 몰라 쾌차하길,입만 살아가지고...이번에 많은걸 좀 느껴라.....입으로만 사는세상 아니다......,none,none,그냥 입을 다물고... 이번에는 많은 느낌이 든다. 그것은 단순히 입이 가는 세상이 아니다.
집단 성폭행 권모씨 최종훈 정준영 이어 1심 불복 항소,쟤네 변호해야하는 변호사 입장도 들어봐야된다,none,none,변호사의 입장도 들어야 한다
이혜원 딸 리원과 달달한 하교길 행복은 성적순이 아니야,막돼먹은영애씨 진짜 판박이!,none,none,영애 씨의 진짜 게임!
김부활 될 뻔 미운우리새끼 김지석 독립운동가 할아버지 작명 센스 언급,왜 김지석 기시에 홍진영자매 악플다냐? 이해불가다 보기싫으면 보지마 니들은 보기싫어도 난 홍지매 재밌으니까 홍선영언니 끼많고 재밌더만 웃는 모습이 너무 귀엽고 천진난만하심 계속 보고싶음,none,none,왜 김지석이 홍진영 자매의 악당이 되는가? 이해하고 싶지 않다면 그것을 보지 마라 홍지매를 보고 싶지 않더라도 그녀는 너무 귀엽고 웃기 때문에 계속 웃고 싶어 한다.
황교익 맞는 말도 싸가지없이 해요 의 문제 언급,의문을 가질수도 있지 네티즌들이 판을 키웠네,none,none,어떤 질문이 있을지도 모른다. 네티즌들은 성장했다
강성훈 논란 YG 양현석 젝스키스 재정비 필요,근데 멤버가 매니저집 찾아갈수도 있는건 아닌가?ㅜ강성훈 좋아하는데 사과해라,none,hate,하지만 회원들은 감독님 집에 갈 수 없었나요? 강성훈을 좋아하지만 사과드립니다.
프듀X101 김요한 김우석 제치고 1위 이세진 극적 생존,원진이 살려 ㅠㅠㅠㅠㅠㅠㅠ,none,none,"그 근원들은 구조되었고, 그들은 곳곳에 있었다"
불청 유경아 2019년 마지막 새 친구로 합류 실검 장악,진짜 자연미인 이더라 어떻게 얼굴이 그대로냐! 더구나 저얼굴에 애도 한명 있는걸로 아는데 진짜 관리 잘했다. 많은 활동해주세요!!!,others,none,그것은 정말 자연스러운 아름다움이었다 얼굴이 어떠세요? 그 외에도 얼굴에 조의가 있다는 것을 알고 있지만 정말 잘했다. 많은 일을 해!
최종훈 국민 여러분께 죄송 평생 반성하며 살 것,여자 교도소 가고 싶다...킁킁킁,gender,hate,여자 감옥에 가고 싶어요. 단속을 하고 싶습니다.
김성수 강서구 PC방 살인 피의자 언급 뭇매 비공개 전환,왜 까? 이런 사건이 내이름이랑 같다면 sns 에 한마디 올릴수도 있지... sns 쳐 보지도 않는 ㅅ ㄲ 들이 깐다고 바쁘네..,none,hate,왜? 이 사건이 내 이름과 같다면 SNS에 한마디 할 수 있다. 나는 SNS조차 보지 않는 사람들에게 바쁘다
런닝맨 라이언 레이놀즈 빛나는 활약 유재석 김종국 벌칙,유강라인 이었으면 좋겠다,none,none,그것이 하천선이었으면 좋겠다
부모님 사기설 마이크로닷 측 확인결과 사실무근 명예훼손 법적대응 준비,이거 괜히 법적대응 했다 사실로 밝혀지면 연예계 생활 못할텐데 지 부모랑 똑같이 파렴치 하다고 아 마닷 좋아하는데 이번일은 그냥 조용히 잠자코 있음 좋을꺼 같다 괜히 부풀리지 말고,none,hate,"이것이 법적 조치를 취한 것으로 드러나면 연예계에서 살 수 없겠지만, 부모님과 똑같을 때는 좋아하지만 이번에는 조용히 있을 뿐이다. 좋은 것 같아요. 부풀리지 마"
슈 동안미모 아찔한 수영복 자태로 시선강탈 밥을 먹을 수가 없네,애기엄마가 저런각도의 사진을 왜올려...,gender,hate,왜 아기 엄마가 그 각도의 사진을 올리는 거야?
신과함께2 이정재 염라언니 내가 이런 역할까지 하다니,정말 잘생겼다~~~~~~^^아침부터 눈이 호강하네요옹~~~}}^^,none,none,아침에 정말 잘생겼어요~~^^ 눈이 강해요~^^
사장으로서 책임감 필요 골목식당 백종원 주객전도된 튀김덮밥집에 분노,아이고!!! 같은 강동구 주민이네유~~~~한번 먹으러 가야겠어유,none,none,"오, 맙소사! 같은 강동구 주민들과 같이 먹으러 가겠다."
TV는 사랑을 싣고 이훈 실패 후 뒤늦게 깨달은 무술감독의 조언,요즘같은 시대에 사람 찾기라니 이게 왠 역행프로인가요 ㄷㄷ,others,hate,요즘 사람들을 찾는 역경이 어떻게 되는가?
부모님 사기설 마이크로닷 측 확인결과 사실무근 명예훼손 법적대응 준비,ㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋ 사기꾼 자식이었어 ㅋㅋㅋㅋㅋ,others,hate,"그는 사기의 아들이었고, 사기꾼이었다"
고준희 정은채 한효주 버닝썬 논란 희생양 된 여배우들,정은채 아니었음 좋겠다,none,none,정은채 그거 좋다.
국민 MC는 건드리면 안 되나 가세연 유재석 김태호 역풍에 반문,기레기. 길다가 돌맞는데 누가 가만히 있냐??? 쓰레기 어그로꾼 유트브정지당해야지 사회악이다,none,hate,게이르기 시간이 길고 좋은 시간이다 누가 아직 거기 있어? 쓰레기 중독자들에게 폐쇄되는 것은 사회적 악몽이다
호텔 델루나 여진구 이도현 배웅하러 간 이지은 향한 그리움 빨리 와요,에휴 여편네들 하라는 일은 안하고 드라마나 쳐보니 ㅉㅉ,gender,hate,그렇게 해달라고 부탁하지는 않았지만 드라마를 할 때는 걱정이 됐다.
김비서가 왜 그럴까 박서준 박민영에게 성현 잠꼬대였다.,자동차에서 뜬금없이 잠을 자는 설정 너무 작위적임 성현 오빠 부르니까 잠꼬대로 응?대답하고 ...볼수록 노답 드라마,none,none,차에서 잠을 자는 설정은 너무 조작적인 것 같아서 성현이라고 부르는 거야? 수면에서 대답하세요 보면 볼수록 드라마에 대한 답변이 많아진다.
공식 연애 맞아 오창석 이채은 연맛 2호 커플 등극 계속되는 축하,닮은듯 선남선녀네,none,none,넌 멋지고 잘생긴 여자야
싱글와이프 윤상 심혜진 넘치는 7년차 기러기 부부,두 사람 사이에 이승환 공이 큰데...이승환 언급은 없었나 보네요,none,none,이승환은 두 사람 사이에 큰 공이다. 네가 이승환을 언급한 것은 아닌 것 같다.
아들 넷 그냥 두면 큰다 컬투쇼 임창정이 전한 육아법,임창정 친한 친구들인가 집안사정을 아주 잘들 아시네 ㅋㅋ 인생을 남욕하면서 허송세월 보내지 마시고 다른곳에서 만족감은 좀 느껴보세요 제발,none,hate,나는 임창정의 가장 친한 친구이고 가족 문제에 대해 잘 알고 있다. 남쪽에서 남은 인생을 보내지 말고 다른 곳에서 만족감을 느끼지 말아라 제발
YG 행복하다 악뮤 2년만의 컴백 음악적 갈증 성장 향한 항해,계약기간이 남아있던건가?? 아니면 YG랑 한패일수도 ㅋㅋ,none,hate,계약 기간이 남았나요? 아니면 YG와 YG가 함께 있을지도 모른다
간미연 황바울 김이지 이희진 심은진 윤은혜 베이비복스 축복 속 결혼,윤은혜 혹시 교회 결혼식장에 위 사진처럼 입은건 아니겠지...생각이 있으면 안그랬을거야...아니라고 해줘요...ㅠ,none,none,윤은혜가 교회 결혼식장 위 사진처럼 차려입지 않았을지도 모른다. 나는 그것을 생각하지 않았을 것이다 제발 말해 주세요.
박주호 아내 안나 나은 건후 분량 욕심 오히려 줄여달라 요청,그냥 안나오시면 될 거 같은데,none,none,네가 그냥 나와서는 안 된다고 생각해
공복자들 이수진 치과의사 51세 연예인급 미친동안 명품복근,노홍철 이새기나와서 딴데뜬다,none,hate,노홍철이 어디선가 나왔다.
김정현 건강 문제로 시간 하차 확정 치료 회복 전념,연예인병 걸린 사람은 필요없다고 전해주세요^^,none,hate,연예인이 아픈 사람이 필요 없다고 말해 주세요.^^
조민기 사망 전 음성공개 딸 대학원 입학 신경쓰이지 않게,결국 남자를 죽게 하는건 뇨쟈들...요즘 여자들 순결 지키고 한 남자 한테올인 하는 여자들 잇는지...원나잇 하는 세상에 ...여자들 니들은 남편 이랑할때 아다라시 엿나 ㅋㅋ,gender,hate,결국 남성을 살해하는 것은 여성을 순수하게 유지하고 남성이 되는 일련의 여성들이다. 한 살짜리 세상에서 남편을 사랑하고 있을 때 여자는 여섯 살이다.
슈가맨3 김사랑 천재이자 노력형 가수 범불안장애 고백,"과거미화 오지네. 천재라고, 서태지가 극찬했다고 엄청 밀어줬지만 노래가 그저그래서 못뜬 게 팩트",none,hate,"그것은 과거의 것이다 천재였고, 서태지가 나를 매우 열심히 밀어붙였지만 그 노래가 너무 나빠서 견딜 수 없었다는 것이다."
논란에도 LOVE 성룡 딸 연상 여친과 다정한 커플샷,부성이란걸 못느껴봐서 저러나 안타깝다,others,none,내가 부자인 것 같지 않아서 미안해
한상일 47세에 품절남 되는 소감 결혼은 내 삶에 없는 줄 알았는데,내 나이 45살인데 내가 노이즈 광팬이라 잘 아는데 저 형이 나랑 2살밖에 차이가 안난다고?? 실화냐?? ㅡㅡ;;,none,none,나는 45살이고 소음팬이라는 것을 알고 있지만 그 형은 나와 함께 2살밖에 안 된다. 뭐? 진짜 이야기?
8살 연상연하 커플 NO 케빈 이사강 해프닝으로 끝난 열애설,기자야 너도 인간이니?,none,hate,기자 너도 인간이야?
배우 마크 월버그 성차별 논란에 출연료 16억원 전액 기부,여자 면상을 보니 천달러도 많이 책정한거 같은데?,gender,hate,여자 얼굴에 천 달러를 책정했다고 생각해요?
이소연 성격 차이로 이혼 다른 이유 아냐,이소연 다시 결혼할 수 있을까? 솔직히 누가 먹다 버린 거 내가 먹기 싫은 게 인간의 심리인데. ㄷㄷ,gender,hate,이소연과 다시 결혼할 수 있을까요? 솔직히 누군가가 먹었기 때문에 먹고 싶지 않은 것은 인간의 감정이다.
