title,new title,papago title,google title,pororo title
"""[종합] """"고민 많이 했다"""" '슈돌' 개리 방송 복귀…아들 하오와 등장""",고민 많이 했다 슈돌 개리 방송 복귀 아들 하오와 등장,나는 그것에 대해 깊이 생각했다. 방송에 복귀한 아들 하오가 등장했다.,,
"""'나혼자' 박나래, 나래바 박사장의 요리 인생 최대 위기 '무슨 일?'""",나혼자 박나래 나래바 박사장의 요리 인생 최대 위기 무슨 일,박나래바의 요리가 그의 인생에서 가장 큰 위기라고 생각하는 사람은 저뿐입니다.,,
"""'배가본드' 배수지, 이승기 죽음에 '오열'…이승기 살아서 지켜봤다""",배가본드 배수지 이승기 죽음에 오열 이승기 살아서 지켜봤다.,이승기가 백가본드 배수지의 죽음에 오열하며 그가 살아있는 모습을 지켜봤다.,,
"""[단독]'버닝'측 """"제작에 유시춘 아들 참여無..아무 관계 없다""""""",버닝 측 제작에 유시춘 아들 참여무 아무 관계 없다.,유시춘의 아들이 버닝의 제작에 참여한 것과 무관치 않다.,,
‘대화의 희열2’ 백종원의 롤러코스트 사업인생이 준 깊은 울림 [간밤TV],대화의 희열2 백종원의 롤러코스트 사업인생이 준 깊은 울림,대화의 즐거움 2. 백종원의 롤러코스터 비즈니스 라이프가 고스란히 담긴 깊은 울림이다.,,
"""김동현♥송하율, 10년 열애 끝 오늘(29일) 결혼 """"평생 갚으며 살겠다"""" [종합]""",김동현 송하율 10년 열애 끝 오늘 결혼 평생 갚으며 살겠다.,"김동현, 송하율 열애 10년 만에 오늘 결혼생활 전체를 살게 됐다.",,
"""[단독] 장현승·신수지, 4개월째 열애…""""볼링이 공통분모""""""",장현승 신수지 4개월째 열애 볼링이 공통분모,"장현승, 신수지. 볼링과 4개월 사귀는 것의 공통분모.",,
"""[종합]""""힘내세요""""…'모친상' 김숙에 쏟아지는 응원+애도 물결""",힘내세요 모친상 김숙에 쏟아지는 응원 애도 물결,기운 내! 엄마상 김숙을 응원하는 아이들의 물결.,,
"""[단독]김현우, 오영주와 만남 끝내 불발 '하트시그널2' 스페셜 불참""",김현우 오영주와 만남 끝내 불발 하트시그널2 스페셜 불참,김현우와 오영주를 만나고 나서 저는 하트시그널 2 스페셜에 참석하지 못했습니다.,,
"""'나혼자산다' 황재균, 감성 충만 반전美…개미지옥 같은 매력 터졌다""",나혼자산다 황재균 감성 충만 반전미 개미지옥 같은 매력 터졌다.,"매력에 대한 개미 지옥처럼""나는 라이브'나 홀로 집에 '라는""의 황 교수 Jae-kyun의 감정들이다.",,
"""[SS이슈]김미화, 평창올림픽 개막식 중계 논란 '신선VS부적절'""",김미화 평창올림픽 개막식 중계 논란 신선VS부적절,김미화의 평창올림픽 개막식 중계 논란이 신선 vs 부적절하다.,,
"""[Oh!쎈리뷰]'연예가중계' 이지혜 """"현재 임신中, 최초 공개""""""",연예가중계 이지혜 현재 임신중 최초 공개,반면 임신한 엔터테인먼트 위클리 리 지혜 처음 들어이다.,,
"""[Oh!쎈 이슈] '한밤' 조재현 측 """"다시 연예계 복귀 생각 無…A씨, 성폭행 아닌 외도""""""",한밤 조재현 측 다시 연예계 복귀 생각 무 A씨 성폭행 아닌 외도,조재현이 성폭행이 아닌 외도 등 연예계 복귀에 대한 생각을 전했다.,,
"""'섹션' 연예계 부동산 큰손 순위‥""""1위=전지현, 340억대 건물 현금 구입""""(종합)""",섹션 연예계 부동산 큰손 순위 1위 전지현 340억대 건물 현금 구입,연예계 부동산 1위 전지현이 340억원대 건물에 현금을 매입한다.,,
"""""""NO막장, KBS 넘는다""""…'부잣집아들' 김지훈♥김주현, 자신감 통할까(종합)""",NO막장 KBS 넘는다 부잣집아들 김지훈 김주현 자신감 통할까,부잣집 아들 김지훈과 김주현이 과연 자신감을 가질지 궁금하다.,,
"""정용화, 오늘 입대…""""잘 다녀올게요, 기다려 주세요""""(종합)""",정용화 오늘 입대 잘 다녀올게요 기다려 주세요,"JUNG YONG HWA, 저 군대 잘 갈 거예요. 기다려 주세요.",,
[종합IS] 서유리♥최병길 결혼 발표…최초 공개 쏟아진 '비스',서유리 최병길 결혼 발표 최초 공개 쏟아진 비스,서 유리와 최 씨 Byunggil의 결혼식 발표.변했고 쏟아지는.,,
"""대본 찢어온 김혜자→이병헌 """"♥이민정 감사""""…눈부신 ★ 말말말 [백상예술대상]""",대본 찢어온 김혜자 이병헌 이민정 감사 눈부신 말말말,"김혜자, 이병훈, 이민정, 당신의 명언 감사합니다.",,
"""신동, 다이어트 성공 훈훈 자태…규현 “나랑 몸무게 비슷해져”""",신동 다이어트 성공 훈훈 자태 규현 나랑 몸무게 비슷해져,,,
"""허지웅·소속사 """"악성림프종 진단, 치료 전념"""" (공식)""",허지웅 소속사 악성림프종 진단 치료 전념,허 씨 Jiwoong의 소속사 악성 림프종을 진단하는데 헌신하고 있다.,,
"""[SC초점]故 설리 잃은 크리스탈&아이유, 악플에 또 상처…'조문 인증' 강요하는 사회(종합)""",고 설리 잃은 크리스탈 아이유 악플에 또 상처 조문 인증 강요하는 사회,고 설리가 크리스탈 아이유의 악플에 상처받았다는 것을 증명하도록 강요하는 사회.,,
"""대성 """"불법영업 인지 못해"""" vs 부동산 """"건물주가 모를 리가""""[종합]""",대성 불법영업 인지 못해 vs 부동산 건물주가 모를 리가,vs 부동산 주인 모를 수 없어 대성일 수가 없어 불법 사업이다.,,
"""‘장동건♥’ 고소영, 생일 꽃다발 받고 환한 미소 “여신 미모”""",장동건 고소영 생일 꽃다발 받고 환한 미소 여신 미모,"고소영 생일 꽃다발 장동건, 환한 미소 여신의 여신 미모.",,
"""[Oh!쎈 레터] """"하정우 술친구·차현우♥""""..'인생' 황보라, 6년만 고백한 이유""",하정우 술친구 차현우 인생 황보라 6년만 고백한 이유,"술친구 차현우의 삶을 황보라, 술친구 차현우에게 고백한 이유는.",,
"""[어게인TV] '아는 형님' 신지 """"애연가 김종민, 강호동 때문에 금연""""""",아는 형님 신지 애연가 김종민 강호동 때문에 금연,아는 형제의 연인 김종민이 강호동 때문에 담배를 끊었다.,,
"""치타♥남연우, 여성래퍼와 배우의 만남 """"열애 중""""(종합)""",치타 남연우 여성래퍼와 배우의 만남 열애 중,치타 남 연우는 여성 래퍼 겸 배우와 사귀고 있다.,,
"""“우리 아기” 꼭 껴안은 이효리♥이상순, 깨소금 냄새 진동""",우리 아기 꼭 껴안은 이효리 이상순 깨소금 냄새 진동,내 아기를 꼭 껴안아준 이상순. 깨소금 냄새가 진동합니다.,,
"""한서희, 셔누 불륜 폭로→몬스타엑스 측 """"해당 여성 결혼한줄 몰라"""" 해명 (종합)""",한서희 셔누 불륜 폭로 몬스타엑스 측 해당 여성 결혼한줄 몰라 해명,한서희와 셔누의 불륜 공개. 몬스타엑스 여자는 자기가 결혼한 걸 몰라.,,
"""[종합] 현빈X손예진, 독자 제보→美여행+열애설 일축…“사실 아냐”""",현빈X손예진 독자 제보 미여행 열애설 일축 사실 아냐,현빈X손예진의 리포트. 그것은 사실이지 않습니까?,,
"""'나혼자산다' 박정민 """"기안84 팬..새 웹툰은 못 봐"""" 폭소""",나혼자산다 박정민 기안84 팬 새 웹툰은 못 봐 폭소,나 혼자 산다. 박정민과 기안84의 새로운 웹툰을 읽을 수가 없어요. 웃어요,,
"""[SC이슈]""""빚투·잠적→결별설"""" `마닷♥` 홍수현, 공개열애의 나쁜예 [종합]""",빚투 잠적 결별설 마닷 홍수현 공개열애의 나쁜예,빚더미에 오르내리기는커녕 홍수현의 공개 열애 악재다.,,
"""[종합S] 유상무 """"♥김연지, 나만 보는 사람…내가 잘할게""""""",유상무 김연지 나만 보는 사람 내가 잘할게,"유 상무, 김 연지.나도 사람들만 나를 보면 참 반가울 것.",,
"""'미우새' 김종국, 성형외과 의사 친형 공개..""""코수술 했다고""""""",미우새 김종국 성형외과 의사 친형 공개 코수술 했다고,미운우리 김종국 성형외과 의사가 동생의 코성형을 공개했다.,,
"""바다X유진, S.E.S.의 오랜 우정…요정 미모도 열일""",바다X유진 S E S 의 오랜 우정 요정 미모도 열일,바다 X유진 SES의 오랜 정의 요정 미모 또한 열심히 일한다.,,
정준영·승리·최종훈 핸드폰 폐기...몰카 대화방 가수 8명 포함 [종합],정준영 승리 최종훈 핸드폰 폐기 몰카 대화방 가수 8명 포함,"정준영, 승리, 최종훈 몰래카메라. 8명까지 포함해서.",,
"""'복면가왕' 하리수 """"안 좋은 편견 깨고 싶다""""…최고 '11.4%'""",복면가왕 하리수 안 좋은 편견 깨고 싶다 최고 11 4,복면가왕 하리수. 나쁜 편견을 깨고 싶어요. 114까지.,,
"""낸시랭 남편 왕진진, 사기·횡령 재차 부인..변호사 교체(종합)""",낸시랭 남편 왕진진 사기 횡령 재차 부인 변호사 교체,낸시랭의 남편 왕진진이 사기횡령 혐의로 아내 변호사를 다시 교체한다.,,
"""구하라, 쌍꺼풀 수술 지적에 """"안검하수가 죄냐"""" 설전""",구하라 쌍꺼풀 수술 지적에 안검하수가 죄냐 설전,구하라의 쌍꺼풀 수술은 범죄가 아니다.,,
"""[DA:리뷰] ‘복면가왕’ 독수리건, 新가왕 등극…왕밤빵 정체=뮤지 (종합)""",복면가왕 독수리건 신가왕 등극 왕밤빵 정체 뮤지,"복면가왕, 신가왕, 복면가왕, 복면가왕, 음악왕.",,
"""블락비 박경 """"너 왜 혼자있냐""""…지코 재계약 불발에 간접 언급""",블락비 박경 너 왜 혼자있냐 지코 재계약 불발에 간접 언급,"Block B의 Park Kyung, 왜 혼자야? 지코가 재계약에 실패한 것을 간접적으로 언급했다.",,
"""조재현 측 """"아들 軍특혜라니? 안전문제 제보하려 했을 뿐""""(공식입장)""",조재현 측 아들 군특혜라니 안전문제 제보하려 했을 뿐,조재현 아들의 병역특례라니 무슨 소리야.,,
"""[스브스타] """"말린 오징어 같다"""" 예비 신랑 향한 악플에 서유리가 남긴 답글""",말린 오징어 같다 예비 신랑 향한 악플에 서유리가 남긴 답글,마른 오징어 같아. 예비신부에 대한 악플에 대한 유리의 답변.,,
"""'바람이 분다'김하늘, 감우성에게 """"내가 기억할게. 사랑해""""…해피엔딩[종합]""",바람이 분다 김하늘 감우성에게 내가 기억할게 사랑해 해피엔딩,"바람이 분다. 기억할게요, 김하늘 씨. 해피엔딩.",,
"""[단독]‘임신중’ 최지우 ‘사랑의 불시착’ 특별출연 확정, “내일(20일) 촬영”""",임신중 최지우 사랑의 불시착 특별출연 확정 내일 촬영,최우의 임신 중 '크래쉬 랜딩 온 유' 특별 출연이 내일 확정된다.,,
"""""""피아노의 神"""" '비긴어게인2' 윤건, 감성으로 포르투갈 물들였다""",피아노의 신 비긴어게인2 윤건 감성으로 포르투갈 물들였다.,"다시 2, 피아노의 신, 포르투갈의 감수성을 묻었다를 시작한다.",,
"""[단독]구하라 측 """"수면장애·소화불량 치료 차 병원 방문""""""",구하라 측 수면장애 소화불량 치료 차 병원 방문,구하라가 난독증 치료를 위해 병원을 찾았다.,,
"""'스케치' 정지훈, 강신일 죽인 이승주 의심하기 시작했다 [종합]""",스케치 정지훈 강신일 죽인 이승주 의심하기 시작했다.,스케치 정지훈과 강신일이 자신들을 죽인 이승주를 의심하기 시작했다.,,
"""[엑's PICK] '인생술집' 윤소희 """"과학고 조기졸업, 김태희 때문에 카이스트 진학""""""",인생술집 윤소희 과학고 조기졸업 김태희 때문에 카이스트 진학,윤소희는 과학고등학교를 일찍 졸업한 김태희 때문에 카이스트에 진학했습니다.,,
"""'둥지탈출3' 박종진, 두 딸과 함께 고깃집 외식…12인분 고기 '먹방'(종합)""",둥지탈출3 박종진 두 딸과 함께 고깃집 외식 12인분 고기 먹방,둥지 탈출 3 박종진의 두 딸과 함께 12인 고기 먹방.,,
"""'율희♥' 최민환, 생후 11일된 '짱이' 사진과 산모 율희 사진 공개""",율희 최민환 생후 11일된 짱이 사진과 산모 율희 사진 공개,"Yulhee, 최 Minhwan.11-day-old Jjang의 사진과 어머니 Yulhee의 사진이다.",,
"""조인성, ‘라디오스타’서 고백 “연락처 유출한 고장환, 마음 상처 컸다”""",조인성 라디오스타 서 고백 연락처 유출한 고장환 마음 상처 컸다.,조인성 라디오스타의 고백 연락처를 유출한 고상환이 깊은 상처를 받았다.,,
[DA:이슈] ‘구하라 비보’ 최종범 항소심에 영향?…법조계 “‘공소권 없음’ 아냐”,구하라 비보 최종범 항소심에 영향 법조계 공소권 없음 아냐,구하라비보의 최종 범죄자는 법조계에서 기소할 권리가 없다.,,
"""[종합] """"새로운 시작""""...2018 남북정상회담, 연예계 ★들도 응원+감격""",새로운 시작 2018 남북정상회담 연예계 들도 응원 감격,2018년 남북 정상 회담의 예능 산업 또한 매우 기대하고 있다.,,
카라타 에리카 누구? ‘리얼 만찢녀’,카라타 에리카 누구 리얼 만찢녀,카라타 에리카. 진짜 만화소녀는 누구야?,,
"""[종합] 박한별, 남편 논란 속에도 ‘슬플 때 사랑한다’ 종료→방송 활동 중단""",박한별 남편 논란 속에도 슬플 때 사랑한다 종료 방송 활동 중단,박한별 남편 논란에도 불구하고 슬플 때 당신을 사랑합니다. 브로드캐스트 활동 종료. 활동을 중단하다.,,
"""'황후의 품격' 이엘리야, 최진혁 정체 알았다 [종합]""",황후의 품격 이엘리야 최진혁 정체 알았다.,퀸이 연기한 이엘리야 캐릭터는 최진혁 정체였다.,,
"""[단독] """"현실은, The 달달""""…이준♥정소민, 리얼 커플상""",현실은 The 달달 이준 정소민 리얼 커플상,"실제로 더달, 이준, 정소민, 진짜 커플상.",,
"""'연애의맛2' 오창석♥이채은 """"비지니스 NO""""→고주원♥김보미 """"말 편하게 할래"""" [종합]""",연애의맛2 오창석 이채은 비지니스 NO 고주원 김보미 말 편하게 할래,"데이트의 맛2: 창석, 채은, 사업 넘버 고주원, 보미. 편하게 말할게요.",,
"""""""논란에도 LOVE"""" 성룡 딸, 연상 여친과 다정한 커플샷 [룩@차이나]""",논란에도 LOVE 성룡 딸 연상 여친과 다정한 커플샷,논란에도 불구하고 한 다정한 커플이 러브 딸보다 나이가 많은 여자친구와 촬영했다.,,
"""[★밤TView]'미우새' 김종국 """"송지효vs홍진영? 굳이 고르라면 홍진영""""""",미우새 김종국 송지효vs홍진영 굳이 고르라면 홍진영,"우리집 꼬마 김종국, 송지효 vs 홍진영. 굳이 Hong Jin Young.",,
"""""""논란에도 LOVE"""" 성룡 딸, 연상 여친과 다정한 커플샷 [룩@차이나]""",논란에도 LOVE 성룡 딸 연상 여친과 다정한 커플샷,논란에도 불구하고 한 다정한 커플이 러브 딸보다 나이가 많은 여자친구와 촬영했다.,,
"""""""베프 멋지다!""""…선미·안소희, 스승 박진영 콘서트 방문 '훈훈'""",베프 멋지다 선미 안소희 스승 박진영 콘서트 방문 훈훈,가장 친한 친구는 멋지다. 선미 안소희 선생님 박진영이 콘서트에 방문합니다.,,
"""[SC이슈]""""장동민, 18세 하선호에 전화번호 요구""""…'플레이어' 철컹철컹 개그 논란(종합)""",장동민 18세 하선호에 전화번호 요구 플레이어 철컹철컹 개그 논란,"장동민, 18살 하선호. 번호 물어보니 대박이 코메디 논란.",,
"""[★SNS]'송중기 ♥' 송혜교, 잡티 無 피부+동안 근황 포착""",송중기 송혜교 잡티 무 피부 동안 근황 포착,"송중기 씨, 송혜교 씨. 잡티 없는 피부로 잘 지내셨나요?",,
"""[팝인터뷰①]이세영 """"'화유기', 참 아픈 작품…더 나은 환경 기대해""""""",이세영 화유기 참 아픈 작품 더 나은 환경 기대해,"이세영의 ""A Korean Odyssey""는 고통스럽다. 저는 더 좋은 환경을 기대합니다.",,
"""이시언, 선행에도 악플 세례…유세윤 격려 """"함께해줘 고마워"""" [종합]""",이시언 선행에도 악플 세례 유세윤 격려 함께해줘 고마워,Lee Sieon의 선행. 유세윤 씨를 격려해 주셔서 감사합니다.,,
"""'며느리' 민지영, 유산 고백 """"내가 아이 못 지킨 것 같다"""" 눈물 펑펑""",며느리 민지영 유산 고백 내가 아이 못 지킨 것 같다 눈물 펑펑,며느리 민지영의 유산 고백. 아이를 못 키운 것 같아요. 눈물이 핑 돌았다.,,
"""'K팝스타' 예림, 20㎏ 감량 후 '열두달' 데뷔 """"양현석 대표님, 데뷔했어요""""""",K팝스타 예림 20 감량 후 열두달 데뷔 양현석 대표님 데뷔했어요,K-pop 스타 예림이 20살을 감량한 지 12개월 만에 데뷔했다. Yang Hyunsuk 대표님이.,,
"""낸시랭, 왕진진과 결혼 후 근황..흑발 미녀의 청순""",낸시랭 왕진진과 결혼 후 근황 흑발 미녀의 청순,제가 낸시랑 왕진 씨랑 결혼하고 나서 지금까지 해온 일. 흑발 미녀.,,
[전문] SM엔터 “故설리 눈부신 미소 영원히 기억할 것”,SM엔터 고설리 눈부신 미소 영원히 기억할 것,,,
"""'호텔델루나'이지은, 여진구 남겨둔 채 호텔과 함께 사라졌다 [종합]""",호텔델루나 이지은 여진구 남겨둔 채 호텔과 함께 사라졌다.,호텔 델루나 이지은이 여진구를 뒤로하고 호텔과 함께 사라졌다.,,
"""'빅포레스트' 신동엽, 사채빚 갚으려 장소연과 손 잡았다 '사기결혼 계획'""",빅포레스트 신동엽 사채빚 갚으려 장소연과 손 잡았다 사기결혼 계획,빅포레스트 신동엽이 장미연과 손을 잡고 빚을 갚았다. 사기 결혼 계획.,,
"""‘둘째 득남’ 가희, 모유수유 고충 토로 “백반증 때문에 너무 힘들어”""",둘째 득남 가희 모유수유 고충 토로 백반증 때문에 너무 힘들어,"둘째 아들, Gahee.=.그것은 너무 힘들다 선택하실 수 때문에.",,
"""이휘재♥문정원 아들 서언, 수줍은 상의 탈의..그새 또 폭풍성장""",이휘재 문정원 아들 서언 수줍은 상의 탈의 그새 또 폭풍성장,"문정원의 아들 서언 이휘재, 수줍은 셔츠 벗기, 폭풍 성장.",,
"""[단독] 조인성에 장나라까지…'뉴논스톱' 멤버들, 전격 '재회'""",조인성에 장나라까지 뉴논스톱 멤버들 전격 재회,조인성과 장나라가 새로운 논스톱 멤버들과 재회한다.,,
"""'VIP' 장나라, 이상윤x이청아 목격…외도 문자 발신지=장나라 컴퓨터 [종합]""",VIP 장나라 이상윤x이청아 목격 외도 문자 발신지 장나라 컴퓨터,"VIP 장나라 이상윤 x 이청아, 그리고 문자를 보낸 장나라 컴퓨터.",,
"""""""집착 벗어날 것""""… 판빙빙, 중고거래에 명품 옷 내놨다""",집착 벗어날 것 판빙빙 중고거래에 명품 옷 내놨다.,강박관념에서 벗어나기 위해 판빙빙 중고거래에 명품 옷을 내놨다.,,
"""[단독] 배우 박해미, 황민과 이혼에 합의…25년 결혼생활 종지부""",배우 박해미 황민과 이혼에 합의 25년 결혼생활 종지부,"배우 박해미, 황민과의 25년 결혼생활 종결이 화제다.",,
"""[종합] '아내의 맛' 정준호♥이하정, 8년 만에 영화 데이트 '눈물'""",아내의 맛 정준호 이하정 8년 만에 영화 데이트 눈물,'아내의 맛' 정준호 이하정. 8년 만에 보는 영화 데이트의 눈물.,,
"""트와이스 미나, 韓 입국에 활동 복귀설+눈물..JYP 측 """"일정 참여 NO""""[종합]""",트와이스 미나 한 입국에 활동 복귀설 눈물 JYP 측 일정 참여 NO,트와이스 미나가 한국에 와서 울었어요. JYP는 스케줄에 참여하지 않았습니다.,,
"""빅뱅 탑 답글 화제, 연예계 복귀 비판에 답글 “저도 할 생각 없습니다”""",빅뱅 탑 답글 화제 연예계 복귀 비판에 답글 저도 할 생각 없습니다.,빅뱅 탑의 연예계 복귀에 대한 비판에 답할 생각이 없다.,,
"""'사풀인풀' 반성 없는 조우리…오민석♥조윤희, 한집살이 시작 [종합]""",사풀인풀 반성 없는 조우리 오민석 조윤희 한집살이 시작,미련이 없는 우리 오민석과 조윤희가 동거를 시작한다.,,
"""하리수 """"전성기에 하루 1억씩 벌어, 앞으로 10년은 거뜬"""" 수입 고백""",하리수 전성기에 하루 1억씩 벌어 앞으로 10년은 거뜬 수입 고백,전성기에 하루 1억원을 벌었고 이후 10년간 소득을 고백했다.,,
"""[SS리뷰] """"지진희만 아니길""""…반전 '미스티', 시청자들 '충격'""",지진희만 아니길 반전 미스티 시청자들 충격,저만의 문제가 아니라는 Ji-Jin-Hee기를 바랍니다.MISTY 시청자들 충격을 받고 있다.,,
정진운 측 “정준영 단톡방 관련 無 수사조차 받지 않아…악플에 법적 조치할 것” [전문],정진운 측 정준영 단톡방 관련 무 수사조차 받지 않아 악플에 법적 조치할 것,악성 댓글은 정준영 단톡방에 대한 조사조차 받지 않기 때문에 법적 대응이 필요하다.,,
"""[★SNS] 백종원♥소유진 막내 딸, 완전 아빠 붕어빵 '놀랍도록 귀엽다'""",백종원 소유진 막내 딸 완전 아빠 붕어빵 놀랍도록 귀엽다.,"백씨, 그래서 유진의 막내딸, 놀랍게도 귀엽다.",,
"""'득녀' 도경완, 상체탈의+딸바보 몹쓸 인증샷 """"다 가진 남자""""""",득녀 도경완 상체탈의 딸바보 몹쓸 인증샷 다 가진 남자,딸 도경완. 상체의 딸. 바보 같은 사진. 그가 모든 사진을 가지고 있다.,,
[종합] 현아 퍼포먼스 논란→엉덩이 노출→마이웨이,현아 퍼포먼스 논란 엉덩이 노출 마이웨이,현아의 성능 논란이 된다.그녀의 엉덩이를 내 방법을 나타낸다.,,
"""[단독]김민경 측근 """"남동생, 운동 전공해 건장했는데…가족들 충격 크다""""""",김민경 측근 남동생 운동 전공해 건장했는데 가족들 충격 크다.,김민경의 절친한 형이 스포츠를 전공해 건강했지만 가족들은 충격에 휩싸였다.,,
"""[단독] 장미여관 3인 """"육중완과 불화 사실...수익 N분의1 아냐"""" (인터뷰)""",장미여관 3인 육중완과 불화 사실 수익 N분의1 아냐,장미여관의 세 멤버 육중완과의 불화. 그것은 이익의 1/n이 아니다.,,
"""한예슬, 시상식서 파격 비주얼 변신…코걸이 패션+스모키 화장 '깜짝'""",한예슬 시상식서 파격 비주얼 변신 코걸이 패션 스모키 화장 깜짝,"한예슬 어워즈에서는 파격적인 비주얼 변신, 코걸 패션, 스모키 메이크업, 깜짝!",,
"""""""워너원 조작 멤버 1명""""…'프듀' 안PD·김CP, 대담한 전 시즌 조작 [종합]""",워너원 조작 멤버 1명 프듀 안PD 김CP 대담한 전 시즌 조작,"워너원의 조작 멤버 중 한 명인 안 PD와 김 PD, 김 CP의 과감한 사계절 조작이 돋보인다.",,
"""[단독] 임현주 아나운서 “‘노브라 챌린지’ 방송 덕에 낸 용기, 자연스런 논의의 창 됐으면” (인터뷰)""",임현주 아나운서 노브라 챌린지 방송 덕에 낸 용기 자연스런 논의의 창 됐으면,임현주 아나운서의 NOBRA CHANGE 덕분에 자연스러운 논의가 됐으면 좋겠다.,,
"""이다해, 달라진 얼굴 분위기..화장 때문? 어플 때문?[★SNS]""",이다해 달라진 얼굴 분위기 화장 때문 어플 때문,이다해 씨가 얼굴 화장을 바꿨기 때문에 그 앱 때문에.,,
"""""""벗방·몸캠 한적 없어""""…브레이브걸스 출신 BJ서아, 각종 의혹 해명""",벗방 몸캠 한적 없어 브레이브걸스 출신 BJ서아 각종 의혹 해명,베버리 Seoah 브레이브 걸스의 다양한 의혹 설명했다.,,
"""'여우각시별' 이제훈, 웨어러블 종료 약 스스로 찔러 넣어…해피 엔딩(종합)""",여우각시별 이제훈 웨어러블 종료 약 스스로 찔러 넣어 해피 엔딩,"별빛 찬란하게 빛나는 여우, Jehoon.웨어러블 약이다.행복한 결말이었다",,
[★밤TView]'무도' 셀럽파이브부터 女컬링팀과 대결성사..영미 퍼레이드,무도 셀럽파이브부터 녀컬링팀과 대결성사 영미 퍼레이드,셀럽파이브를 시작으로 영미퍼레이드가 펼쳐진다.,,
[슈퍼맨이 돌아왔다] 딸 없는 고지용 아빠의 큰 도전~ 나은이 머리 묶기,딸 없는 고지용 아빠의 큰 도전 나은이 머리 묶기,"딸 없이 아버지 고 Jiyong의 큰 도전, 나은 머리 묶고,",,
"""[SC현장] """"YG 행복하다""""…악뮤 2년만의 컴백, 음악적 갈증·성장 향한 '항해'(종합)""",YG 행복하다 악뮤 2년만의 컴백 음악적 갈증 성장 향한 항해,YG는 행복합니다. 2년 만에 컴백하는 음악.,,
"""[종합]'두산家 며느리' 조수애, 결혼→1000만원 부케→임신→출산…핫이슈ing""",두산가 며느리 조수애 결혼 1000만원 부케 임신 출산 핫이슈중,두산 며느리 조수애의 결혼액이 1000만원인 가운데 꽃다발 임신이 화제다.,,
"""정용화, 오늘 입대…""""잘 다녀올게요, 기다려 주세요""""(종합)""",정용화 오늘 입대 잘 다녀올게요 기다려 주세요,"JUNG YONG HWA, 저 군대 잘 갈 거예요. 기다려 주세요.",,
"""휘성 """"사실 아냐→'브로맨쇼' 취소"""" vs 에이미 """"감당할 수 있냐→글 삭제"""" [종합]""",휘성 사실 아냐 브로맨쇼 취소 vs 에이미 감당할 수 있냐 글 삭제,"휘성아, 아니야. 브로맨쇼 vs. 에이미가 처리할 수 있으면 메시지를 삭제하세요.",,
이대 라멘집부터 포방터 돈까스..백종원X김성주X조보아가 꼽은 '힐링식당',이대 라멘집부터 포방터 돈까스 백종원X김성주X조보아가 꼽은 힐링식당,이화여대 라면집부터 포방터 돈가스 백종원X김성주X조보아 힐링집까지.,,
"""[SC이슈]""""열애설→태도논란"""" 비투비 이창섭·정재은 '팔짱영상' 후폭풍(종합)""",열애설 태도논란 비투비 이창섭 정재은 팔짱영상 후폭풍,"BTOB의 이 씨 Changsub, 정 Jaeeun의 팔을 건너비디오의 여파.",,
"""""""21년 친구→연인으로"""" '우다사' 호란♥이준혁, 최초 '♡스토리' Full 공개 [종합]""",21년 친구 연인으로 우다사 호란 이준혁 최초 스토리 Full 공개,21살 친구 우다사 호란 이준혁. 처음 공개되는 전편.,,
"""베를린서 홍상수 ♥ ing..김민희 """"의도 벗어나면 잡아주셨다"""" [종합]""",베를린서 홍상수 중 김민희 의도 벗어나면 잡아주셨다.,베를린의 홍상수 중 김민희의 의도가 어긋나면 그를 붙잡았다.,,
"""장윤정 모친 ‘4억원 사기 혐의’ 구속…육씨, “돈은 빌렸지만 사기는 아냐”""",장윤정 모친 4억원 사기 혐의 구속 육씨 돈은 빌렸지만 사기는 아냐,장윤정의 어머니가 4억원의 사기 혐의로 구속됐다. 육씨한테 돈을 빌린 건 맞지만 사기는 아니야,,
"""'연애의맛' 오창석X이채은, 세 번째 데이트로 마음 확인""",연애의맛 오창석X이채은 세 번째 데이트로 마음 확인,Oh Changseok X Lee Chaeun과 데이트하는 맛. 세 번째 데이트로 당신의 마음을 확인하세요.,,
"""송지아, 어느새 엄마 옷 자주 입는 숙녀..""""문득 잘 커준 네가 고마워""""""",송지아 어느새 엄마 옷 자주 입는 숙녀 문득 잘 커준 네가 고마워,"송지아, 엄마 옷을 자주 입는 아주머니처럼 잘 자라줘서 고마워.",,
'입술사진→시술논란→직접해명' 쿨한 현아의 의연한 대처…스타는 괴로워[종합],입술사진 시술논란 직접해명 쿨한 현아의 의연한 대처 스타는 괴로워,입술 사진 시술 논란. 쿨현아의 과감한 대응 스타가 고통스러워하고 있다.,,
"""'불청' 유경아, 2019년 마지막 새 친구로 합류…실검 장악""",불청 유경아 2019년 마지막 새 친구로 합류 실검 장악,초대받지 않은 유경이 2019년 마지막 새 친구로 실시간 검색어에 합류하세요.,,
"""[종합]""""아빠라서 죄송"""" '하나뿐인내편' 윤진이, 최수종X유이 부녀사이 폭로""",아빠라서 죄송 하나뿐인내편 윤진이 최수종X유이 부녀사이 폭로,아빠라는 게 미안하기만 한 윤진이 최수종X유이 부녀의 모습을 공개한다.,,
